new_market,date_created,new_type,contacts_n,contacts_n_1,contacts_n_2,contacts_n_3,contacts_n_4,contacts_n_5,contacts_n_6,contacts_n_7
market_2,2022-01-05,type_4,1,null,null,null,null,null,null,null
market_2,2022-01-03,type_4,1,null,null,null,null,null,null,null
market_2,2022-01-21,type_1,1,0,0,0,0,0,0,0
market_2,2022-03-20,type_1,1,0,0,0,0,0,0,0
market_2,2022-01-01,type_5,20,3,1,null,null,null,1,null
market_3,2022-02-17,type_3,9,3,1,null,2,2,null,2
market_3,2022-01-04,type_3,8,3,3,null,null,null,null,1
market_3,2022-03-16,type_2,27,3,2,2,null,null,null,1
market_3,2022-01-23,type_2,9,null,null,null,null,null,1,1
market_3,2022-02-06,type_4,2,null,null,null,null,null,null,null
market_3,2022-03-16,type_4,null,null,null,null,null,null,null,null
market_3,2022-03-13,type_3,8,3,5,null,2,null,null,null
market_3,2022-02-09,type_2,27,1,2,null,3,1,null,null
market_3,2022-03-30,type_2,33,2,2,1,1,null,null,null
market_3,2022-02-11,type_1,18,5,10,4,5,5,5,3
market_3,2022-03-02,type_2,33,3,1,2,null,null,2,3
market_3,2022-03-22,type_5,110,15,11,8,1,null,3,2
market_3,2022-01-30,type_2,17,null,null,null,null,null,null,1
market_3,2022-03-12,type_4,null,null,1,null,null,null,null,null
market_3,2022-03-05,type_3,3,null,1,null,1,null,null,null
market_3,2022-01-07,type_2,31,null,null,null,null,null,1,null
market_3,2022-02-07,type_2,30,null,null,4,2,1,2,1
market_3,2022-01-05,type_1,12,3,0,1,0,1,0,0
market_3,2022-02-03,type_5,58,20,2,1,4,6,1,1
market_3,2022-01-04,type_1,7,0,4,0,0,0,0,0
market_3,2022-01-27,type_2,36,4,null,3,null,2,null,1
market_3,2022-01-20,type_4,null,null,null,null,null,null,null,null
market_3,2022-03-27,type_5,44,13,2,1,7,1,2,1
market_3,2022-01-28,type_1,14,4,6,9,9,4,4,4
market_3,2022-02-02,type_5,72,6,8,1,2,9,6,1
market_3,2022-01-27,type_3,10,3,null,null,2,null,null,null
market_3,2022-01-24,type_5,153,14,4,4,10,4,null,4
market_3,2022-01-13,type_4,2,null,null,null,null,null,null,null
market_3,2022-02-15,type_3,18,2,1,1,1,null,null,2
market_3,2022-02-12,type_3,9,null,5,null,null,2,2,1
market_3,2022-03-22,type_3,13,5,4,4,1,null,4,1
market_3,2022-01-03,type_2,46,1,3,2,null,null,null,null
market_3,2022-03-13,type_2,21,null,null,null,3,null,null,null
market_3,2022-01-15,type_3,4,null,null,2,null,null,null,null
market_3,2022-01-11,type_4,null,null,null,null,null,null,null,null
market_3,2022-01-25,type_2,26,null,2,2,1,1,2,null
market_3,2022-02-22,type_5,227,69,5,2,1,1,null,1
market_3,2022-02-08,type_3,10,2,1,2,2,null,4,3
market_3,2022-02-16,type_2,41,4,3,null,null,2,3,1
market_3,2022-02-14,type_2,40,1,1,1,2,1,null,1
market_3,2022-01-13,type_5,190,15,3,2,2,3,7,5
market_3,2022-01-15,type_2,20,1,null,null,2,1,null,null
market_3,2022-03-01,type_2,42,1,2,2,2,null,1,null
market_3,2022-02-17,type_2,34,3,1,1,4,2,1,3
market_3,2022-03-15,type_2,34,null,2,2,2,null,1,1
market_3,2022-03-29,type_1,7,1,6,4,0,0,0,0
market_3,2022-01-16,type_2,17,2,1,null,1,1,null,null
market_3,2022-03-20,type_4,1,null,null,null,null,null,null,null
market_3,2022-01-30,type_1,8,8,8,4,4,4,4,2
market_3,2022-02-20,type_5,104,5,5,2,1,2,null,1
market_3,2022-01-02,type_1,11,0,0,0,0,0,0,1
market_3,2022-03-23,type_5,150,21,2,3,1,2,4,5
market_3,2022-03-07,type_3,15,4,3,7,2,2,3,1
market_3,2022-03-24,type_3,12,5,2,null,4,3,null,2
market_3,2022-03-21,type_5,65,7,6,4,3,1,null,3
market_3,2022-03-31,type_5,129,8,3,null,1,2,4,2
market_3,2022-02-28,type_5,69,3,4,null,null,null,null,3
market_3,2022-01-18,type_2,30,1,6,null,null,null,null,null
market_3,2022-01-18,type_1,3,1,1,0,0,0,0,0
market_3,2022-03-24,type_2,39,2,null,null,1,5,2,null
market_3,2022-01-21,type_3,14,null,null,2,1,2,1,null
market_3,2022-02-05,type_5,89,7,5,1,null,1,2,2
market_3,2022-02-26,type_4,null,null,null,null,null,null,null,null
market_3,2022-03-28,type_5,84,16,4,11,4,3,2,1
market_3,2022-03-23,type_3,18,1,4,1,1,1,2,2
market_3,2022-01-31,type_1,13,8,4,4,4,4,2,2
market_3,2022-03-19,type_4,null,null,null,null,null,null,null,null
market_3,2022-02-22,type_3,9,2,1,null,null,null,null,null
market_3,2022-02-06,type_2,20,null,2,2,1,2,null,3
market_3,2022-01-25,type_3,9,null,null,5,1,null,null,null
market_3,2022-03-27,type_2,11,null,1,null,null,null,null,null
market_3,2022-02-19,type_4,null,null,null,null,null,null,null,null
market_3,2022-01-23,type_4,null,null,null,null,null,null,null,null
market_3,2022-03-12,type_1,5,2,0,0,0,0,0,0
market_3,2022-03-19,type_2,24,null,3,null,null,1,null,2
market_3,2022-01-08,type_2,16,null,null,null,null,null,null,null
market_3,2022-01-13,type_2,74,4,3,2,null,null,null,2
market_3,2022-03-26,type_2,13,1,2,2,null,1,null,null
market_3,2022-01-26,type_2,29,2,4,null,2,null,5,1
market_3,2022-02-08,type_1,10,4,7,5,4,10,4,5
market_3,2022-01-06,type_1,26,1,0,1,1,2,0,1
market_3,2022-02-05,type_3,7,1,null,null,1,null,null,null
market_3,2022-01-19,type_2,28,5,null,null,null,null,1,null
market_3,2022-02-15,type_2,22,1,null,null,null,2,null,2
market_3,2022-02-13,type_3,10,3,1,null,null,null,1,1
market_3,2022-03-15,type_3,25,3,4,2,null,null,3,3
market_3,2022-02-08,type_2,27,4,3,3,null,4,3,2
market_3,2022-01-31,type_4,3,null,null,null,null,null,null,null
market_3,2022-01-22,type_2,19,null,null,null,null,null,1,null
market_3,2022-03-11,type_3,16,4,3,2,7,2,1,1
market_3,2022-03-18,type_4,null,null,null,null,null,null,null,null
market_3,2022-02-18,type_3,9,2,null,1,1,null,2,1
market_3,2022-01-03,type_1,15,0,0,2,1,0,0,0
market_3,2022-01-10,type_4,1,null,null,null,null,null,null,null
market_3,2022-02-01,type_2,34,null,null,2,2,null,1,2
market_3,2022-01-12,type_3,11,3,2,1,1,null,null,null
market_3,2022-02-16,type_3,15,4,2,2,null,2,4,1
market_3,2022-03-14,type_3,13,4,3,4,2,null,null,2
market_3,2022-02-24,type_5,55,4,null,1,null,null,2,1
market_3,2022-02-15,type_4,null,null,null,1,null,null,null,null
market_3,2022-02-11,type_3,13,2,1,6,2,2,2,1
market_3,2022-01-18,type_3,14,null,null,null,null,null,null,null
market_3,2022-03-05,type_2,15,2,null,2,1,3,null,1
market_3,2022-01-21,type_4,null,null,null,null,null,null,null,null
market_3,2022-01-04,type_4,1,null,null,null,null,null,null,null
market_3,2022-03-27,type_3,5,5,null,1,1,1,1,null
market_3,2022-02-09,type_1,10,8,3,5,10,5,5,4
market_3,2022-03-12,type_5,38,4,8,6,4,2,2,null
market_3,2022-02-02,type_1,7,4,4,4,2,1,5,4
market_3,2022-03-16,type_3,14,4,4,null,2,2,1,1
market_3,2022-01-30,type_5,43,7,4,null,1,3,2,1
market_3,2022-03-10,type_1,6,0,1,1,0,0,0,0
market_3,2022-03-10,type_2,25,1,1,null,1,3,null,null
market_3,2022-02-17,type_4,5,1,null,null,null,1,null,null
market_3,2022-01-01,type_1,2,0,1,0,0,1,0,0
market_3,2022-03-04,type_5,181,44,16,10,6,6,2,6
market_3,2022-02-14,type_5,373,63,16,9,13,10,4,1
market_3,2022-01-21,type_5,173,7,2,10,2,2,4,8
market_3,2022-02-25,type_1,7,5,5,12,1,3,2,4
market_3,2022-01-25,type_5,58,4,3,6,2,1,4,10
market_3,2022-01-03,type_4,1,null,null,null,null,null,null,null
market_3,2022-01-14,type_4,1,null,null,1,null,null,null,null
market_3,2022-01-06,type_2,33,3,1,1,1,4,1,4
market_3,2022-03-05,type_4,null,null,null,null,null,null,null,null
market_3,2022-01-03,type_5,62,7,6,8,5,4,null,1
market_3,2022-02-09,type_5,70,4,10,3,3,15,5,2
market_3,2022-03-08,type_2,28,2,null,null,null,1,2,1
market_3,2022-03-22,type_1,5,0,0,0,0,0,0,1
market_3,2022-03-23,type_4,1,null,null,null,null,null,null,null
market_3,2022-02-24,type_1,4,6,3,5,13,1,3,2
market_3,2022-02-05,type_1,8,2,1,4,4,7,3,4
market_3,2022-01-12,type_4,null,1,null,null,null,null,null,null
market_3,2022-03-06,type_5,60,5,4,2,null,8,null,null
market_3,2022-03-10,type_5,105,16,3,7,11,3,10,5
market_3,2022-03-31,type_1,11,5,1,0,0,0,0,2
market_3,2022-03-11,type_1,3,2,0,2,0,2,0,0
market_3,2022-01-09,type_2,11,null,1,null,1,null,1,2
market_3,2022-02-21,type_1,4,7,2,0,6,3,5,13
market_3,2022-02-26,type_3,7,null,2,null,null,null,null,null
market_3,2022-02-06,type_1,2,1,5,5,7,3,4,10
market_3,2022-01-25,type_4,2,null,null,null,null,null,null,null
market_3,2022-01-24,type_4,null,1,null,null,null,null,null,null
market_3,2022-01-02,type_3,2,null,null,null,null,null,null,null
market_3,2022-02-21,type_5,131,10,3,1,3,null,2,1
market_3,2022-01-26,type_1,16,7,5,4,6,8,8,4
market_3,2022-01-10,type_1,4,0,0,1,1,0,1,0
market_3,2022-03-01,type_5,51,11,8,20,9,3,4,3
market_3,2022-03-30,type_4,2,null,null,null,null,null,null,null
market_3,2022-03-18,type_5,84,6,1,5,5,11,2,4
market_3,2022-02-28,type_1,22,2,4,2,4,1,0,0
market_3,2022-03-17,type_3,12,3,null,1,2,2,1,2
market_3,2022-02-15,type_5,158,17,15,15,6,2,9,4
market_3,2022-01-11,type_3,7,2,1,2,null,null,null,null
market_3,2022-02-12,type_1,11,12,5,5,4,5,3,6
market_3,2022-03-25,type_1,18,4,2,6,1,1,6,4
market_3,2022-01-01,type_3,2,null,1,1,1,null,null,null
market_3,2022-03-07,type_4,null,null,null,null,null,null,null,null
market_3,2022-01-29,type_1,12,6,8,8,4,4,4,4
market_3,2022-03-02,type_3,16,1,1,2,null,1,null,3
market_3,2022-01-27,type_4,null,null,null,null,null,null,null,null
market_3,2022-01-13,type_1,9,3,0,1,0,0,0,0
market_3,2022-01-17,type_3,5,3,null,1,2,null,null,null
market_3,2022-03-29,type_2,38,5,1,4,null,1,null,null
market_3,2022-03-27,type_4,null,null,null,null,null,null,null,null
market_3,2022-02-01,type_4,1,null,null,null,null,null,null,null
market_3,2022-01-12,type_5,54,7,9,2,3,3,1,3
market_3,2022-03-09,type_5,105,26,16,1,6,7,5,12
market_3,2022-03-06,type_2,15,null,1,1,null,null,null,null
market_3,2022-01-07,type_4,null,null,null,1,null,null,null,null
market_3,2022-03-12,type_2,22,2,1,1,1,1,1,1
market_3,2022-01-20,type_5,64,8,3,null,1,5,1,1
market_3,2022-03-18,type_3,14,1,null,3,null,null,2,null
market_3,2022-01-20,type_2,37,2,1,null,null,1,1,1
market_3,2022-03-17,type_4,null,null,null,null,null,null,null,null
market_3,2022-03-04,type_4,2,null,null,null,null,null,null,null
market_3,2022-03-15,type_4,null,null,null,null,null,null,null,null
market_3,2022-03-24,type_1,18,4,4,2,5,2,0,6
market_3,2022-03-22,type_4,null,null,1,null,null,null,null,null
market_3,2022-01-12,type_2,50,1,1,2,null,null,null,1
market_3,2022-01-08,type_5,36,3,7,6,3,3,3,1
market_3,2022-02-25,type_2,35,null,null,1,1,1,null,null
market_3,2022-02-13,type_1,17,5,4,4,5,3,6,2
market_3,2022-02-21,type_4,null,null,null,null,null,null,null,null
market_3,2022-03-02,type_1,7,3,6,0,0,0,1,0
market_3,2022-02-19,type_1,11,2,3,7,2,0,6,3
market_3,2022-02-25,type_4,1,null,null,null,null,null,null,null
market_3,2022-02-07,type_3,19,4,null,3,3,null,null,5
market_3,2022-03-23,type_1,5,3,4,4,2,6,2,0
market_3,2022-01-09,type_5,36,8,7,3,5,3,3,1
market_3,2022-01-03,type_3,10,2,2,null,null,null,1,null
market_3,2022-01-27,type_5,68,11,8,3,8,4,4,2
market_3,2022-01-14,type_5,197,11,3,1,2,4,2,7
market_3,2022-01-04,type_5,60,4,11,6,2,1,1,2
market_3,2022-03-01,type_3,14,2,2,null,1,1,3,3
market_3,2022-03-09,type_1,4,2,1,0,0,1,0,0
market_3,2022-02-23,type_2,32,2,1,2,1,null,1,1
market_3,2022-03-01,type_1,5,3,3,6,0,0,0,0
market_3,2022-01-14,type_2,34,2,null,2,null,null,null,1
market_3,2022-01-09,type_1,4,0,1,0,1,1,0,0
market_3,2022-03-04,type_1,17,3,0,0,1,0,1,0
market_3,2022-01-07,type_1,13,0,0,1,0,1,1,1
market_3,2022-01-02,type_5,32,1,null,7,2,null,null,null
market_3,2022-03-14,type_2,48,3,1,1,null,1,1,1
market_3,2022-03-24,type_5,380,25,7,2,4,2,1,2
market_3,2022-02-05,type_2,18,2,3,2,2,3,2,1
market_3,2022-02-12,type_2,18,2,2,2,null,null,null,3
market_3,2022-03-31,type_4,1,null,null,null,null,null,null,null
market_3,2022-01-14,type_3,23,2,null,null,4,null,null,null
market_3,2022-02-18,type_5,454,29,4,15,14,10,7,3
market_3,2022-02-27,type_1,9,13,1,3,2,4,0,0
market_3,2022-02-08,type_5,68,6,15,2,null,2,2,4
market_3,2022-03-21,type_2,29,1,null,1,1,null,1,null
market_3,2022-02-24,type_3,11,1,1,null,2,3,null,1
market_3,2022-01-21,type_1,6,0,0,0,0,0,0,1
market_3,2022-03-27,type_1,5,6,1,0,7,4,0,0
market_3,2022-03-09,type_4,null,null,null,null,null,null,null,null
market_3,2022-01-08,type_1,5,0,0,0,1,1,1,0
market_3,2022-01-19,type_5,72,10,9,5,null,4,1,1
market_3,2022-03-11,type_5,73,7,6,8,7,11,12,12
market_3,2022-02-07,type_4,1,null,null,null,null,null,null,null
market_3,2022-01-05,type_2,32,1,null,1,null,null,null,null
market_3,2022-02-19,type_3,7,1,3,3,4,1,null,null
market_3,2022-02-16,type_1,8,5,3,6,2,3,7,3
market_3,2022-02-01,type_3,10,1,2,null,null,null,1,null
market_3,2022-02-18,type_4,3,null,null,null,null,null,null,1
market_3,2022-03-25,type_4,1,null,null,null,null,null,1,null
market_3,2022-03-13,type_4,1,null,null,null,null,null,null,null
market_3,2022-03-15,type_1,10,0,0,0,0,0,0,0
market_3,2022-03-17,type_2,26,5,2,null,null,null,1,1
market_3,2022-02-12,type_4,4,null,null,null,null,null,1,null
market_3,2022-02-27,type_3,6,null,null,null,null,null,null,null
market_3,2022-02-11,type_5,136,8,5,5,9,18,10,5
market_3,2022-03-10,type_4,null,null,null,null,null,null,null,null
market_3,2022-03-08,type_3,18,3,8,3,2,2,2,2
market_3,2022-01-29,type_4,null,null,null,null,null,null,null,null
market_3,2022-03-25,type_2,28,2,1,3,2,3,1,null
market_3,2022-01-19,type_3,4,null,2,null,null,null,null,null
market_3,2022-01-17,type_4,1,null,null,null,null,null,null,null
market_3,2022-02-14,type_1,9,5,4,5,4,6,2,3
market_3,2022-02-19,type_2,19,null,null,null,null,null,null,2
market_3,2022-02-15,type_1,8,4,5,3,6,2,3,7
market_3,2022-02-12,type_5,131,43,7,5,6,8,13,3
market_3,2022-01-05,type_4,1,null,null,null,null,null,null,null
market_3,2022-01-30,type_3,4,3,null,null,null,null,1,1
market_3,2022-02-18,type_1,5,6,2,4,7,2,0,6
market_3,2022-02-07,type_1,11,5,4,7,3,5,10,4
market_3,2022-02-03,type_1,7,4,5,2,1,4,4,7
market_3,2022-01-22,type_5,67,5,9,2,4,null,5,4
market_3,2022-02-02,type_4,null,null,null,null,null,null,null,1
market_3,2022-02-16,type_5,98,9,16,17,3,1,17,20
market_3,2022-03-20,type_1,6,1,0,0,0,0,0,0
market_3,2022-03-20,type_2,15,1,null,1,null,null,null,null
market_3,2022-02-10,type_2,38,2,4,6,2,2,1,2
market_3,2022-02-11,type_2,22,2,3,2,1,3,1,3
market_3,2022-03-11,type_2,23,null,1,2,2,1,1,null
market_3,2022-02-10,type_5,182,22,6,3,5,null,2,9
market_3,2022-03-14,type_4,2,null,null,null,null,null,null,null
market_3,2022-03-28,type_1,12,1,3,6,4,0,0,0
market_3,2022-03-20,type_5,46,8,3,null,1,3,null,1
market_3,2022-03-17,type_5,71,29,5,2,4,3,6,5
market_3,2022-01-11,type_5,64,9,9,8,4,4,1,1
market_3,2022-01-20,type_3,10,4,null,null,3,1,null,null
market_3,2022-03-23,type_2,28,1,null,1,1,3,null,2
market_3,2022-02-25,type_5,54,4,1,4,3,1,2,5
market_3,2022-03-14,type_5,153,27,15,9,5,null,2,2
market_3,2022-03-03,type_4,1,null,null,null,null,null,null,null
market_3,2022-02-07,type_5,200,14,6,11,1,2,1,3
market_3,2022-02-10,type_4,5,null,null,null,null,null,null,null
market_3,2022-02-25,type_3,8,3,null,null,1,1,1,1
market_3,2022-03-07,type_5,171,21,20,18,15,3,4,5
market_3,2022-01-27,type_1,13,3,4,6,8,9,4,4
market_3,2022-01-23,type_3,1,null,null,null,null,1,1,null
market_3,2022-03-30,type_5,49,6,4,2,2,2,2,4
market_3,2022-01-13,type_3,24,4,null,null,null,1,null,1
market_3,2022-03-13,type_5,42,21,6,6,4,3,1,null
market_3,2022-03-07,type_1,7,3,0,0,1,0,0,0
market_3,2022-01-26,type_4,1,null,null,null,null,null,null,null
market_3,2022-03-19,type_5,45,1,2,3,null,3,2,2
market_3,2022-01-19,type_4,null,null,null,null,null,null,null,null
market_3,2022-03-30,type_3,14,2,1,1,null,2,2,1
market_3,2022-02-04,type_2,33,null,null,5,null,null,1,3
market_3,2022-01-29,type_2,20,2,null,1,null,null,null,null
market_3,2022-02-09,type_4,2,null,null,null,null,null,null,null
market_3,2022-03-29,type_5,63,7,5,1,2,null,null,1
market_3,2022-02-27,type_2,21,1,1,null,1,null,null,1
market_3,2022-02-04,type_4,1,null,null,null,null,null,null,null
market_3,2022-02-02,type_3,10,3,2,null,1,null,1,null
market_3,2022-03-08,type_4,null,null,null,null,null,null,1,null
market_3,2022-03-06,type_1,3,0,0,0,1,0,0,0
market_3,2022-02-28,type_3,3,null,1,null,1,null,null,null
market_3,2022-01-10,type_2,21,1,null,null,null,null,1,1
market_3,2022-01-15,type_5,44,4,1,3,3,1,1,null
market_3,2022-01-06,type_4,2,null,null,null,1,null,null,null
market_3,2022-01-10,type_5,66,13,4,10,6,5,3,1
market_3,2022-01-26,type_5,240,13,108,5,2,7,12,8
market_3,2022-02-05,type_4,null,1,null,null,null,null,null,null
market_3,2022-01-08,type_3,7,null,1,null,2,null,2,1
market_3,2022-03-01,type_4,1,null,null,null,null,null,null,null
market_3,2022-03-02,type_4,null,null,null,null,null,null,null,null
market_3,2022-01-06,type_5,344,11,10,1,4,12,5,5
market_3,2022-03-03,type_1,10,4,1,0,1,2,1,0
market_3,2022-03-05,type_1,4,0,1,0,0,0,0,0
market_3,2022-01-29,type_3,3,null,1,null,null,null,null,null
market_3,2022-02-17,type_1,10,3,6,2,3,7,2,0
market_3,2022-01-19,type_1,3,1,0,1,0,0,0,0
market_3,2022-01-31,type_2,29,1,1,1,1,1,1,1
market_3,2022-03-19,type_3,4,null,null,null,null,null,null,null
market_3,2022-01-28,type_2,38,2,2,1,2,2,1,1
market_3,2022-02-09,type_3,11,null,3,1,1,3,null,null
market_3,2022-01-05,type_3,25,1,2,null,null,1,1,1
market_3,2022-01-16,type_5,34,3,2,3,1,3,1,2
market_3,2022-01-01,type_5,31,2,null,1,3,null,2,null
market_3,2022-02-03,type_4,null,null,null,null,null,null,null,null
market_3,2022-03-21,type_4,null,null,null,null,null,null,null,null
market_3,2022-03-30,type_1,4,6,4,0,0,0,0,0
market_3,2022-02-23,type_4,3,null,null,null,null,null,null,null
market_3,2022-03-08,type_5,94,19,25,15,2,3,8,2
market_3,2022-02-27,type_5,39,6,1,3,null,2,7,2
market_3,2022-01-07,type_5,75,6,3,11,7,6,6,4
market_3,2022-03-21,type_1,4,0,0,0,0,1,0,0
market_3,2022-02-01,type_5,129,15,5,8,4,2,4,6
market_3,2022-01-17,type_1,9,0,0,0,0,0,0,0
market_3,2022-03-16,type_5,186,33,20,6,4,4,7,8
market_3,2022-01-21,type_2,17,null,null,1,2,1,1,null
market_3,2022-01-15,type_4,null,null,null,null,null,null,null,null
market_3,2022-03-02,type_5,87,28,20,9,3,24,3,null
market_3,2022-03-28,type_2,40,4,1,2,2,null,null,2
market_3,2022-01-12,type_1,11,1,2,0,1,0,0,0
market_3,2022-01-23,type_1,6,6,4,9,6,3,4,6
market_3,2022-02-13,type_2,29,3,3,3,1,null,2,null
market_3,2022-02-21,type_2,38,2,1,1,1,null,null,null
market_3,2022-03-29,type_3,13,2,2,null,null,null,null,2
market_3,2022-03-26,type_1,11,3,6,2,0,7,4,0
market_3,2022-03-05,type_5,127,16,7,6,5,null,6,null
market_3,2022-03-09,type_3,13,8,4,4,2,4,8,4
market_3,2022-02-21,type_3,14,null,5,2,1,1,null,2
market_3,2022-02-26,type_2,25,null,2,1,null,null,null,null
market_3,2022-03-07,type_2,33,4,2,1,null,1,null,2
market_3,2022-02-03,type_2,30,3,2,1,2,null,1,4
market_3,2022-02-14,type_4,7,null,null,null,1,null,null,null
market_3,2022-01-09,type_4,null,1,null,null,null,null,null,null
market_3,2022-01-16,type_4,null,null,null,null,null,null,null,null
market_3,2022-01-26,type_3,12,1,null,null,null,null,null,null
market_3,2022-01-04,type_2,28,1,null,null,null,null,1,2
market_3,2022-02-20,type_3,6,3,null,6,2,null,1,null
market_3,2022-01-06,type_3,14,1,1,null,1,null,2,3
market_3,2022-03-04,type_2,24,1,1,2,null,null,2,2
market_3,2022-02-06,type_3,5,2,1,null,2,1,null,null
market_3,2022-02-14,type_3,21,3,null,1,1,null,1,null
market_3,2022-02-28,type_4,null,null,null,null,null,null,null,null
market_3,2022-01-16,type_1,5,0,0,0,0,0,0,0
market_3,2022-03-31,type_2,29,3,2,1,1,null,null,null
market_3,2022-01-22,type_1,8,5,5,4,9,6,4,4
market_3,2022-01-22,type_3,7,null,1,null,null,2,null,1
market_3,2022-02-23,type_5,259,4,2,3,2,3,7,11
market_3,2022-03-09,type_2,33,2,null,null,1,2,2,3
market_3,2022-03-18,type_2,27,2,null,3,null,2,1,null
market_3,2022-02-11,type_4,3,null,null,null,null,null,null,1
market_3,2022-02-20,type_2,27,1,null,1,1,null,1,null
market_3,2022-02-02,type_2,28,null,2,1,1,1,null,1
market_3,2022-01-28,type_3,17,null,1,1,1,2,1,1
market_3,2022-03-11,type_4,null,null,1,1,null,null,null,null
market_3,2022-02-04,type_1,8,4,2,2,4,4,7,3
market_3,2022-02-10,type_1,15,5,4,10,4,4,4,5
market_3,2022-02-16,type_4,null,null,1,null,null,null,null,null
market_3,2022-03-28,type_4,null,null,null,null,null,null,null,null
market_3,2022-01-25,type_1,6,9,6,3,4,6,9,8
market_3,2022-01-20,type_1,5,0,0,0,0,0,0,0
market_3,2022-01-08,type_4,null,null,1,null,null,null,null,null
market_3,2022-03-13,type_1,4,0,0,0,0,0,0,0
market_3,2022-02-22,type_1,14,5,0,6,3,5,12,1
market_3,2022-03-14,type_1,5,0,1,0,0,0,0,1
market_3,2022-02-03,type_3,12,1,null,null,null,1,null,null
market_3,2022-01-01,type_4,1,null,null,null,null,null,null,null
market_3,2022-02-24,type_2,23,2,1,null,null,1,1,null
market_3,2022-03-20,type_3,5,null,1,1,null,null,null,null
market_3,2022-01-02,type_4,null,null,null,null,null,null,null,null
market_3,2022-01-11,type_1,3,2,1,2,0,1,0,0
market_3,2022-01-17,type_2,40,4,1,3,null,2,null,null
market_3,2022-03-03,type_2,46,null,1,null,2,3,1,null
market_3,2022-01-22,type_4,null,null,null,null,null,null,null,null
market_3,2022-02-26,type_5,63,7,7,2,null,3,5,5
market_3,2022-03-17,type_1,4,1,0,0,0,0,0,1
market_3,2022-01-29,type_5,112,10,6,4,null,1,2,1
market_3,2022-01-09,type_3,2,1,null,2,null,1,null,null
market_3,2022-02-17,type_5,285,138,12,null,2,7,3,3
market_3,2022-02-23,type_3,14,1,null,null,null,null,null,2
market_3,2022-01-18,type_4,null,null,null,null,null,null,null,null
market_3,2022-03-06,type_3,5,3,null,null,1,1,3,2
market_3,2022-01-31,type_5,87,13,1,null,3,1,null,2
market_3,2022-03-26,type_4,null,null,null,null,null,null,null,null
market_3,2022-01-05,type_5,131,25,3,1,null,3,3,2
market_3,2022-02-20,type_1,5,3,8,3,0,6,3,5
market_3,2022-03-03,type_5,168,25,11,11,27,4,4,1
market_3,2022-01-17,type_5,58,5,5,1,7,2,null,3
market_3,2022-01-16,type_3,7,1,null,null,null,null,null,null
market_3,2022-01-24,type_2,32,null,null,1,null,null,3,1
market_3,2022-01-02,type_2,14,null,null,2,null,null,null,null
market_3,2022-02-10,type_3,8,1,null,null,3,1,3,1
market_3,2022-02-13,type_5,189,60,24,10,5,5,7,1
market_3,2022-02-27,type_4,null,null,null,null,null,null,null,null
market_3,2022-02-04,type_3,12,3,2,1,null,1,null,null
market_3,2022-01-07,type_3,9,2,null,3,1,null,2,null
market_3,2022-01-14,type_1,11,0,0,0,0,0,0,0
market_3,2022-03-03,type_3,10,1,null,1,1,1,1,4
market_3,2022-03-22,type_2,19,null,1,null,null,1,1,null
market_3,2022-01-24,type_1,8,4,9,6,4,4,7,8
market_3,2022-02-04,type_5,104,7,4,8,7,4,4,5
market_3,2022-02-13,type_4,1,1,null,null,null,1,null,null
market_3,2022-01-11,type_2,24,2,null,null,1,1,null,1
market_3,2022-02-26,type_1,7,5,14,1,3,2,5,0
market_3,2022-01-28,type_4,3,null,null,null,null,null,null,null
market_3,2022-02-01,type_1,14,5,5,5,4,2,1,4
market_3,2022-02-06,type_5,39,4,2,2,1,1,3,2
market_3,2022-03-26,type_5,55,9,12,10,2,5,2,2
market_3,2022-02-24,type_4,3,null,null,null,null,null,null,null
market_3,2022-03-25,type_3,16,3,1,4,1,1,1,null
market_3,2022-03-18,type_1,3,0,0,0,1,0,0,0
market_3,2022-02-28,type_2,37,3,1,1,null,1,null,null
market_3,2022-02-18,type_2,27,1,1,3,2,null,2,null
market_3,2022-02-20,type_4,null,null,null,null,null,null,null,null
market_3,2022-03-21,type_3,12,1,null,1,1,1,null,null
market_3,2022-03-19,type_1,null,1,0,0,0,0,0,0
market_3,2022-01-01,type_2,7,null,null,1,null,null,null,null
market_3,2022-03-25,type_5,525,13,5,9,8,2,15,1
market_3,2022-03-24,type_4,1,null,null,null,null,null,null,null
market_3,2022-02-22,type_2,41,1,1,null,1,1,1,null
market_3,2022-02-23,type_1,8,0,6,3,5,12,1,3
market_3,2022-03-12,type_3,11,4,4,5,1,null,null,null
market_3,2022-01-24,type_3,12,1,1,2,2,1,1,2
market_3,2022-02-22,type_4,2,1,null,null,null,null,null,1
market_3,2022-03-16,type_1,11,2,0,0,0,0,0,0
market_3,2022-01-18,type_5,68,5,4,2,2,2,7,1
market_3,2022-03-29,type_4,null,1,null,null,null,null,null,null
market_3,2022-03-08,type_1,6,0,1,1,1,0,0,1
market_3,2022-01-23,type_5,43,4,3,2,null,2,4,null
market_3,2022-03-04,type_3,14,2,1,1,null,5,5,5
market_3,2022-01-28,type_5,474,12,4,13,11,6,3,6
market_3,2022-03-28,type_3,24,3,4,3,1,1,null,null
market_3,2022-03-26,type_3,10,1,3,1,2,2,1,2
market_3,2022-03-31,type_3,22,1,1,null,1,null,null,1
market_3,2022-01-15,type_1,2,0,0,0,0,0,1,0
market_3,2022-03-10,type_3,14,8,3,2,2,7,3,2
market_3,2022-01-10,type_3,12,1,4,4,1,1,1,null
